Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Italy,Solofra,68,Moderate,1,Good,68,Moderate,0,Good,54,Moderate
United Republic of Tanzania,Songea,21,Good,0,Good,20,Good,0,Good,21,Good
India,Soron,165,Unhealthy,5,Good,10,Good,43,Good,165,Unhealthy
United States of America,South El Monte,109,Unhealthy for Sensitive Groups,3,Good,21,Good,24,Good,109,Unhealthy for Sensitive Groups
Netherlands,Spijkenisse,37,Good,1,Good,37,Good,1,Good,30,Good
Italy,Spilamberto,59,Moderate,1,Good,59,Moderate,0,Good,59,Moderate
United States of America,Stony Brook,57,Moderate,1,Good,48,Good,4,Good,57,Moderate
Philippines,Taal,75,Moderate,1,Good,21,Good,6,Good,75,Moderate
Italy,Vigonza,87,Moderate,1,Good,63,Moderate,0,Good,87,Moderate
India,Vite,108,Unhealthy for Sensitive Groups,2,Good,23,Good,4,Good,108,Unhealthy for Sensitive Groups
Poland,Warsaw,40,Good,1,Good,40,Good,1,Good,29,Good
Poland,Warsaw,40,Good,1,Good,40,Good,1,Good,29,Good
Democratic Republic of the Congo,Kampene,85,Moderate,1,Good,18,Good,0,Good,85,Moderate
Russian Federation,Karabanovo,70,Moderate,2,Good,18,Good,15,Good,70,Moderate
Germany,Kassel,51,Moderate,1,Good,38,Good,1,Good,51,Moderate
Japan,Kasugai,49,Good,1,Good,49,Good,2,Good,45,Good
Japan,Kasukabe,36,Good,1,Good,36,Good,3,Good,21,Good
Germany,Kelsterbach,69,Moderate,1,Good,36,Good,3,Good,69,Moderate
United Kingdom of Great Britain and Northern Ireland,Kidderminster,51,Moderate,1,Good,14,Good,8,Good,51,Moderate
Japan,Kikuchi,36,Good,1,Good,36,Good,1,Good,19,Good
Russian Federation,Klin,60,Moderate,1,Good,25,Good,2,Good,60,Moderate
Germany,Koblenz,66,Moderate,1,Good,30,Good,5,Good,66,Moderate
India,Kovilpatti,56,Moderate,0,Good,27,Good,0,Good,56,Moderate
India,Kovilpatti,56,Moderate,0,Good,27,Good,0,Good,56,Moderate
Poland,Krnov,95,Moderate,1,Good,35,Good,2,Good,95,Moderate
Cameroon,Kumba,107,Unhealthy for Sensitive Groups,3,Good,18,Good,1,Good,107,Unhealthy for Sensitive Groups
Germany,Laatzen,35,Good,0,Good,35,Good,1,Good,28,Good
United States of America,Doraville,101,Unhealthy for Sensitive Groups,3,Good,2,Good,29,Good,101,Unhealthy for Sensitive Groups
Poland,Drezdenko,32,Good,0,Good,32,Good,1,Good,28,Good
United States of America,East Cleveland,42,Good,1,Good,32,Good,8,Good,42,Good
United States of America,East Highland Park,69,Moderate,1,Good,38,Good,3,Good,69,Moderate
United Kingdom of Great Britain and Northern Ireland,Eastleigh,37,Good,0,Good,29,Good,2,Good,37,Good
Netherlands,Echt,35,Good,1,Good,33,Good,2,Good,35,Good
Switzerland,Einsiedeln,28,Good,0,Good,28,Good,1,Good,28,Good
Germany,Eitorf,34,Good,1,Good,34,Good,2,Good,28,Good
India,Damoh,155,Unhealthy,1,Good,42,Good,0,Good,155,Unhealthy
United States of America,Darby,60,Moderate,1,Good,45,Good,4,Good,60,Moderate
Malawi,Dedza,29,Good,0,Good,22,Good,0,Good,29,Good
Thailand,Den Chai,25,Good,0,Good,22,Good,0,Good,25,Good
India,Dhaka,235,Very Unhealthy,3,Good,158,Unhealthy,1,Good,235,Very Unhealthy
Republic of Moldova,Dnestrovsc,45,Good,1,Good,40,Good,0,Good,45,Good
Mexico,Acatzingo,125,Unhealthy for Sensitive Groups,2,Good,11,Good,8,Good,125,Unhealthy for Sensitive Groups
Italy,Aci Castello,64,Moderate,1,Good,38,Good,1,Good,64,Moderate
India,Agar,157,Unhealthy,1,Good,37,Good,0,Good,157,Unhealthy
Germany,Ahlen,28,Good,0,Good,28,Good,1,Good,26,Good
France,Ajaccio,44,Good,1,Good,44,Good,2,Good,30,Good
Italy,Alassio,56,Moderate,1,Good,35,Good,3,Good,56,Moderate
South Africa,Alberton,205,Very Unhealthy,41,Good,9,Good,25,Good,205,Very Unhealthy
,Albufeira,35,Good,0,Good,35,Good,2,Good,19,Good
United States of America,Alexander City,79,Moderate,1,Good,27,Good,3,Good,79,Moderate
France,Alfortville,31,Good,1,Good,28,Good,2,Good,31,Good
Philippines,Amadeo,40,Good,0,Good,26,Good,0,Good,40,Good
,Amahai,16,Good,0,Good,16,Good,0,Good,7,Good
Turkey,Amasya,40,Good,1,Good,40,Good,0,Good,13,Good
Madagascar,Ambositra,20,Good,0,Good,20,Good,0,Good,10,Good
Austria,Amstetten,50,Good,1,Good,33,Good,1,Good,50,Good
United States of America,Anderson,65,Moderate,2,Good,31,Good,8,Good,65,Moderate
United States of America,Anderson,65,Moderate,2,Good,31,Good,8,Good,65,Moderate
United States of America,Anderson,65,Moderate,2,Good,31,Good,8,Good,65,Moderate
Russian Federation,Aramil,38,Good,1,Good,38,Good,1,Good,23,Good
,Arcachon,50,Good,1,Good,31,Good,1,Good,50,Good
Malawi,Balaka,41,Good,1,Good,22,Good,0,Good,41,Good
United States of America,Baldwin Park,124,Unhealthy for Sensitive Groups,4,Good,7,Good,34,Good,124,Unhealthy for Sensitive Groups
Turkmenistan,Balkanabat,140,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,140,Unhealthy for Sensitive Groups
United States of America,Baltimore,36,Good,1,Good,30,Good,8,Good,36,Good
Brazil,Barra Bonita,48,Good,1,Good,10,Good,2,Good,48,Good
United States of America,Barrington,61,Moderate,2,Good,22,Good,19,Good,61,Moderate
United States of America,Barrington,61,Moderate,2,Good,22,Good,19,Good,61,Moderate
United States of America,Barrington,61,Moderate,2,Good,22,Good,19,Good,61,Moderate
Togo,Bassar,48,Good,2,Good,12,Good,0,Good,48,Good
Belgium,Bastogne,51,Moderate,1,Good,24,Good,4,Good,51,Moderate
United States of America,Baton Rouge,58,Moderate,1,Good,10,Good,9,Good,58,Moderate
Romania,Beclean,68,Moderate,1,Good,40,Good,0,Good,68,Moderate
Germany,Bedburg,44,Good,1,Good,24,Good,4,Good,44,Good
Germany,Bedburg,44,Good,1,Good,24,Good,4,Good,44,Good
Italy,Belluno,100,Unhealthy for Sensitive Groups,1,Good,32,Good,2,Good,100,Unhealthy for Sensitive Groups
Russian Federation,Belogorsk,34,Good,1,Good,34,Good,0,Good,21,Good
United States of America,Beloit,55,Moderate,2,Good,28,Good,8,Good,55,Moderate
Germany,Bergisch Gladbach,47,Good,1,Good,24,Good,4,Good,47,Good
United Kingdom of Great Britain and Northern Ireland,Bishopbriggs,37,Good,1,Good,11,Good,9,Good,37,Good
United States of America,Blythe,40,Good,1,Good,29,Good,4,Good,40,Good
Germany,Bochum,46,Good,1,Good,30,Good,2,Good,46,Good
United States of America,Bonita Springs,45,Good,1,Good,24,Good,4,Good,45,Good
Italy,Borgaro Torinese,85,Moderate,1,Good,40,Good,2,Good,85,Moderate
United States of America,Bozeman,25,Good,1,Good,25,Good,3,Good,18,Good
Poland,Braniewo,33,Good,0,Good,33,Good,0,Good,33,Good
France,Brunoy,56,Moderate,1,Good,20,Good,6,Good,56,Moderate
United States of America,Bucyrus,43,Good,1,Good,43,Good,3,Good,25,Good
Poland,Bydgoszcz,35,Good,0,Good,34,Good,0,Good,35,Good
United States of America,Calhoun,68,Moderate,2,Good,16,Good,19,Good,68,Moderate
Viet Nam,Cam Ranh,62,Moderate,1,Good,30,Good,0,Good,62,Moderate
Viet Nam,Cam Ranh,62,Moderate,1,Good,30,Good,0,Good,62,Moderate
Spain,Canals,26,Good,1,Good,26,Good,1,Good,23,Good
Brazil,Canhotinho,35,Good,0,Good,14,Good,2,Good,35,Good
Italy,Capannori,38,Good,1,Good,38,Good,2,Good,19,Good
United States of America,Carbondale,84,Moderate,1,Good,28,Good,6,Good,84,Moderate
United States of America,Carbondale,84,Moderate,1,Good,28,Good,6,Good,84,Moderate
Italy,Carmignano,94,Moderate,1,Good,36,Good,5,Good,94,Moderate
France,Carpentras,58,Moderate,1,Good,36,Good,2,Good,58,Moderate
Italy,Castelbuono,54,Moderate,1,Good,28,Good,2,Good,54,Moderate
Italy,Cento,101,Unhealthy for Sensitive Groups,2,Good,30,Good,8,Good,101,Unhealthy for Sensitive Groups
India,Chandla,208,Very Unhealthy,1,Good,47,Good,0,Good,208,Very Unhealthy
China,Chaozhou,117,Unhealthy for Sensitive Groups,3,Good,117,Unhealthy for Sensitive Groups,3,Good,101,Unhealthy for Sensitive Groups
China,Chaozhou,117,Unhealthy for Sensitive Groups,3,Good,117,Unhealthy for Sensitive Groups,3,Good,101,Unhealthy for Sensitive Groups
Russian Federation,Chekmagush,39,Good,1,Good,34,Good,0,Good,39,Good
Mexico,Chiconcuac,269,Very Unhealthy,3,Good,13,Good,16,Good,269,Very Unhealthy
Thailand,Chum Phae,43,Good,0,Good,25,Good,0,Good,43,Good
United States of America,Cockeysville,38,Good,1,Good,29,Good,9,Good,38,Good
Brazil,Conchas,44,Good,1,Good,11,Good,2,Good,44,Good
United States of America,Coral Springs,146,Unhealthy for Sensitive Groups,4,Good,4,Good,18,Good,146,Unhealthy for Sensitive Groups
United Kingdom of Great Britain and Northern Ireland,Corby,50,Good,0,Good,30,Good,3,Good,50,Good
Brazil,Coronel Vivida,17,Good,1,Good,17,Good,0,Good,14,Good
Mozambique,Cuamba,20,Good,0,Good,20,Good,0,Good,16,Good
Senegal,Dagana,211,Very Unhealthy,1,Good,22,Good,1,Good,211,Very Unhealthy
Italy,Budrio,40,Good,1,Good,40,Good,2,Good,34,Good
Democratic Republic of the Congo,Buta,64,Moderate,2,Good,6,Good,0,Good,64,Moderate
United States of America,Camp Springs,52,Moderate,1,Good,32,Good,5,Good,52,Moderate
Mexico,Cananea,47,Good,1,Good,21,Good,1,Good,47,Good
Brazil,Carlos Barbosa,18,Good,0,Good,18,Good,1,Good,15,Good
Italy,Carpenedolo,75,Moderate,1,Good,35,Good,4,Good,75,Moderate
Italy,Castiglion Fiorentino,45,Good,1,Good,36,Good,3,Good,45,Good
France,Caudry,36,Good,1,Good,25,Good,2,Good,36,Good
United States of America,Centennial,73,Moderate,2,Good,10,Good,14,Good,73,Moderate
India,Chandrakona,186,Unhealthy,1,Good,81,Moderate,1,Good,186,Unhealthy
Pakistan,Charsadda,100,Unhealthy for Sensitive Groups,2,Good,100,Unhealthy for Sensitive Groups,1,Good,90,Moderate
Canada,Chilliwack,45,Good,1,Good,18,Good,8,Good,45,Good
Indonesia,Cianjur,96,Moderate,2,Good,78,Moderate,1,Good,96,Moderate
Indonesia,Cibinong,173,Unhealthy,4,Good,173,Unhealthy,3,Good,150,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Clevedon,50,Good,1,Good,15,Good,7,Good,50,Good
Spain,Consuegra,31,Good,1,Good,27,Good,2,Good,31,Good
Italy,Cossato,69,Moderate,2,Good,20,Good,6,Good,69,Moderate
Colombia,Cumaral,66,Moderate,2,Good,1,Good,5,Good,66,Moderate
Mauritius,Curepipe,29,Good,0,Good,29,Good,0,Good,28,Good
United States of America,Dale City,53,Moderate,1,Good,31,Good,4,Good,53,Moderate
Gabon,Bitam,45,Good,1,Good,22,Good,0,Good,45,Good
Republic of North Macedonia,Bitola,66,Moderate,1,Good,40,Good,2,Good,66,Moderate
Nicaragua,Bluefields,22,Good,1,Good,22,Good,0,Good,21,Good
Philippines,Bongabon,75,Moderate,1,Good,29,Good,0,Good,75,Moderate
Brazil,Boquim,23,Good,0,Good,16,Good,1,Good,23,Good
Ukraine,Borshchiv,78,Moderate,1,Good,34,Good,1,Good,78,Moderate
Germany,Brake,31,Good,0,Good,31,Good,1,Good,31,Good
Germany,Beckingen,28,Good,0,Good,28,Good,2,Good,21,Good
Italy,Belmonte Mezzagno,55,Moderate,1,Good,43,Good,2,Good,55,Moderate
Nepal,Bhaktapur,125,Unhealthy for Sensitive Groups,2,Good,61,Moderate,0,Good,125,Unhealthy for Sensitive Groups
Italy,Biassono,61,Moderate,1,Good,36,Good,3,Good,61,Moderate
Ethiopia,Bichena,148,Unhealthy for Sensitive Groups,2,Good,22,Good,1,Good,148,Unhealthy for Sensitive Groups
Hungary,Bicske,66,Moderate,1,Good,35,Good,3,Good,66,Moderate
United States of America,Coachella,51,Moderate,1,Good,35,Good,3,Good,51,Moderate
India,Puri,139,Unhealthy for Sensitive Groups,2,Good,54,Moderate,0,Good,139,Unhealthy for Sensitive Groups
India,Puri,139,Unhealthy for Sensitive Groups,2,Good,54,Moderate,0,Good,139,Unhealthy for Sensitive Groups
Netherlands,Purmerend,37,Good,1,Good,28,Good,4,Good,37,Good
China,Qinhuangdao,87,Moderate,3,Good,69,Moderate,5,Good,87,Moderate
China,Quanzhou,95,Moderate,2,Good,64,Moderate,5,Good,95,Moderate
El Salvador,Quezaltepeque,132,Unhealthy for Sensitive Groups,4,Good,6,Good,11,Good,132,Unhealthy for Sensitive Groups
El Salvador,Quezaltepeque,132,Unhealthy for Sensitive Groups,4,Good,6,Good,11,Good,132,Unhealthy for Sensitive Groups
Bulgaria,Radomir,59,Moderate,1,Good,42,Good,0,Good,59,Moderate
Israel,Ramla,86,Moderate,2,Good,55,Moderate,5,Good,86,Moderate
Italy,Randazzo,41,Good,1,Good,41,Good,0,Good,39,Good
United Kingdom of Great Britain and Northern Ireland,Reading,32,Good,0,Good,27,Good,2,Good,32,Good
United Kingdom of Great Britain and Northern Ireland,Reading,32,Good,0,Good,27,Good,2,Good,32,Good
United Kingdom of Great Britain and Northern Ireland,Reading,32,Good,0,Good,27,Good,2,Good,32,Good
United Kingdom of Great Britain and Northern Ireland,Reading,32,Good,0,Good,27,Good,2,Good,32,Good
Germany,Recke,34,Good,1,Good,34,Good,2,Good,25,Good
Brazil,Reserva,18,Good,0,Good,18,Good,0,Good,13,Good
Russian Federation,Revda,30,Good,1,Good,30,Good,0,Good,25,Good
Germany,Rheinau,35,Good,0,Good,35,Good,1,Good,27,Good
Brazil,Rio Formoso,34,Good,0,Good,18,Good,1,Good,34,Good
Argentina,Rivadavia,22,Good,0,Good,14,Good,2,Good,22,Good
Argentina,Rivadavia,22,Good,0,Good,14,Good,2,Good,22,Good
United States of America,Orange,51,Moderate,1,Good,20,Good,7,Good,51,Moderate
United States of America,Orange,51,Moderate,1,Good,20,Good,7,Good,51,Moderate
United States of America,Orange,51,Moderate,1,Good,20,Good,7,Good,51,Moderate
United States of America,Orange,51,Moderate,1,Good,20,Good,7,Good,51,Moderate
United States of America,Orange,51,Moderate,1,Good,20,Good,7,Good,51,Moderate
Japan,Otofuke,30,Good,1,Good,30,Good,0,Good,11,Good
Belgium,Oudenaarde,36,Good,1,Good,25,Good,3,Good,36,Good
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate
Brazil,Palmares,45,Good,1,Good,11,Good,3,Good,45,Good
Brazil,Palmares,45,Good,1,Good,11,Good,3,Good,45,Good
Venezuela (Bolivarian Republic of),Palo Negro,50,Good,1,Good,17,Good,4,Good,50,Good
Italy,Taurisano,65,Moderate,1,Good,65,Moderate,0,Good,41,Good
Republic of North Macedonia,Tearce,48,Good,1,Good,42,Good,0,Good,48,Good
Japan,Tenri,40,Good,1,Good,40,Good,2,Good,36,Good
Mexico,Tequisquiapan,57,Moderate,1,Good,17,Good,4,Good,57,Moderate
Spain,Teror,37,Good,0,Good,37,Good,0,Good,16,Good
Thailand,Thap Khlo,50,Good,0,Good,21,Good,0,Good,50,Good
Brazil,Tocantins,51,Moderate,1,Good,5,Good,4,Good,51,Moderate
Romania,Rovinari,61,Moderate,1,Good,36,Good,2,Good,61,Moderate
Indonesia,Ruteng,24,Good,1,Good,24,Good,0,Good,19,Good
Latvia,Saldus,40,Good,1,Good,35,Good,0,Good,40,Good
India,Shimla,178,Unhealthy,2,Good,114,Unhealthy for Sensitive Groups,0,Good,178,Unhealthy
Japan,Shintomi,47,Good,1,Good,47,Good,1,Good,45,Good
Poland,Sierpc,34,Good,1,Good,34,Good,0,Good,28,Good
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good
Ukraine,Stebnyk,52,Moderate,1,Good,29,Good,1,Good,52,Moderate
Indonesia,Sukabumi,97,Moderate,2,Good,67,Moderate,1,Good,97,Moderate
United Kingdom of Great Britain and Northern Ireland,Sunderland,51,Moderate,0,Good,32,Good,1,Good,51,Moderate
United States of America,Sunnyvale,53,Moderate,1,Good,21,Good,10,Good,53,Moderate
Thailand,Surat Thani,33,Good,0,Good,17,Good,0,Good,33,Good
Republic of Moldova,Taraclia,41,Good,1,Good,41,Good,0,Good,31,Good
Japan,Urasoe,50,Good,1,Good,32,Good,1,Good,50,Good
Romania,Urziceni,40,Good,1,Good,40,Good,0,Good,25,Good
Ukraine,Uzyn,54,Moderate,1,Good,43,Good,0,Good,54,Moderate
India,Vaikam,58,Moderate,0,Good,26,Good,0,Good,58,Moderate
Russian Federation,Velikiy Ustyug,34,Good,1,Good,34,Good,0,Good,17,Good
Bulgaria,Velingrad,53,Moderate,1,Good,41,Good,0,Good,53,Moderate
Philippines,Veruela,54,Moderate,1,Good,18,Good,0,Good,54,Moderate
Russian Federation,Saratov,62,Moderate,1,Good,38,Good,1,Good,62,Moderate
Canada,Saskatoon,32,Good,1,Good,24,Good,2,Good,32,Good
United States of America,Sauk Village,70,Moderate,2,Good,15,Good,23,Good,70,Moderate
Brazil,Senador Canedo,54,Moderate,1,Good,6,Good,4,Good,54,Moderate
Peru,San Clemente,22,Good,0,Good,18,Good,1,Good,22,Good
Peru,San Clemente,22,Good,0,Good,18,Good,1,Good,22,Good
Peru,San Clemente,22,Good,0,Good,18,Good,1,Good,22,Good
Netherlands,Middelburg,35,Good,1,Good,27,Good,3,Good,35,Good
Netherlands,Middelburg,35,Good,1,Good,27,Good,3,Good,35,Good
Netherlands,Middelburg,35,Good,1,Good,27,Good,3,Good,35,Good
Brazil,Mineiros,26,Good,1,Good,8,Good,0,Good,26,Good
United States of America,Mint Hill,61,Moderate,2,Good,25,Good,8,Good,61,Moderate
United States of America,Mitchell,42,Good,1,Good,42,Good,1,Good,21,Good
Belgium,Mol,39,Good,1,Good,31,Good,3,Good,39,Good
Botswana,Molepolole,21,Good,0,Good,18,Good,0,Good,21,Good
Belgium,Monschau,32,Good,1,Good,32,Good,2,Good,31,Good
Italy,Montepulciano,41,Good,1,Good,41,Good,1,Good,23,Good
United States of America,Monterey,37,Good,1,Good,27,Good,3,Good,37,Good
Italy,Montesilvano,46,Good,1,Good,46,Good,1,Good,38,Good
France,Montpellier,43,Good,1,Good,37,Good,0,Good,43,Good
United States of America,North Haven,67,Moderate,1,Good,46,Good,5,Good,67,Moderate
Madagascar,Nosy Varika,25,Good,0,Good,25,Good,0,Good,21,Good
Russian Federation,Novocherkassk,39,Good,1,Good,39,Good,1,Good,19,Good
Turkey,Of,40,Good,1,Good,37,Good,0,Good,40,Good
Japan,Okinawa,48,Good,1,Good,32,Good,1,Good,48,Good
Canada,Okotoks,56,Moderate,1,Good,20,Good,4,Good,56,Moderate
United States of America,Olathe,71,Moderate,1,Good,28,Good,9,Good,71,Moderate
India,Phirangipuram,134,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,134,Unhealthy for Sensitive Groups
United States of America,Pinecrest,89,Moderate,1,Good,9,Good,14,Good,89,Moderate
Germany,Potsdam,38,Good,1,Good,38,Good,1,Good,26,Good
Germany,Potsdam,38,Good,1,Good,38,Good,1,Good,26,Good
Russian Federation,Nartan,47,Good,1,Good,45,Good,1,Good,47,Good
United States of America,Neenah,51,Moderate,2,Good,16,Good,8,Good,51,Moderate
India,Nellikkuppam,94,Moderate,1,Good,39,Good,2,Good,94,Moderate
India,Pandua,179,Unhealthy,3,Good,97,Moderate,3,Good,179,Unhealthy
Tajikistan,Panjakent,110,Unhealthy for Sensitive Groups,1,Good,45,Good,0,Good,110,Unhealthy for Sensitive Groups
India,Patna,365,Hazardous,2,Good,110,Unhealthy for Sensitive Groups,1,Good,307,Hazardous
Brazil,Pedra Azul,22,Good,0,Good,5,Good,1,Good,22,Good
Spain,Motril,39,Good,1,Good,21,Good,5,Good,39,Good
Japan,Musashimurayama,47,Good,1,Good,34,Good,4,Good,47,Good
Germany,Mutterstadt,36,Good,0,Good,36,Good,1,Good,27,Good
Myanmar,Myitkyina,48,Good,1,Good,27,Good,0,Good,48,Good
Ukraine,Myronivka,52,Moderate,1,Good,43,Good,0,Good,52,Moderate
Japan,Nagoya,59,Moderate,1,Good,52,Moderate,3,Good,59,Moderate
United Kingdom of Great Britain and Northern Ireland,Nailsea,62,Moderate,0,Good,33,Good,0,Good,62,Moderate
Brazil,Mariana,59,Moderate,2,Good,4,Good,5,Good,59,Moderate
United States of America,Marlton,70,Moderate,1,Good,45,Good,4,Good,70,Moderate
United States of America,Marlton,70,Moderate,1,Good,45,Good,4,Good,70,Moderate
United States of America,Martinsburg,47,Good,1,Good,42,Good,4,Good,47,Good
Philippines,Masinloc,62,Moderate,0,Good,25,Good,0,Good,62,Moderate
France,Mauguio,42,Good,1,Good,37,Good,0,Good,42,Good
Uganda,Mayuge,73,Moderate,3,Good,33,Good,1,Good,73,Moderate
Italy,Mazzarino,50,Good,1,Good,44,Good,0,Good,50,Good
Canada,Medicine Hat,50,Good,1,Good,32,Good,0,Good,50,Good
France,Meylan,33,Good,1,Good,27,Good,1,Good,33,Good
Spain,Torrijos,33,Good,1,Good,28,Good,2,Good,33,Good
Spain,Torrijos,33,Good,1,Good,28,Good,2,Good,33,Good
Italy,Tortona,32,Good,1,Good,32,Good,2,Good,26,Good
Russian Federation,Tosno,38,Good,0,Good,38,Good,0,Good,17,Good
Germany,Tostedt,35,Good,1,Good,35,Good,1,Good,25,Good
Japan,Tottori,37,Good,1,Good,37,Good,0,Good,24,Good
Japan,Toyoake,59,Moderate,1,Good,51,Moderate,3,Good,59,Moderate
Ireland,Tralee,54,Moderate,1,Good,39,Good,0,Good,54,Moderate
Romania,Turda,61,Moderate,1,Good,33,Good,1,Good,61,Moderate
Russian Federation,Udelnaya,57,Moderate,1,Good,26,Good,8,Good,57,Moderate
Russian Federation,Uglich,33,Good,1,Good,33,Good,0,Good,27,Good
Spain,Yecla,33,Good,0,Good,33,Good,1,Good,24,Good
Poland,Zgierz,35,Good,1,Good,31,Good,1,Good,35,Good
China,Wenling,92,Moderate,2,Good,92,Moderate,2,Good,77,Moderate
Germany,Werl,34,Good,1,Good,34,Good,2,Good,26,Good
United States of America,West Covina,128,Unhealthy for Sensitive Groups,4,Good,4,Good,32,Good,128,Unhealthy for Sensitive Groups
United States of America,Westfield,47,Good,1,Good,47,Good,2,Good,34,Good
United States of America,Westfield,47,Good,1,Good,47,Good,2,Good,34,Good
